"gene_symbols"	"SRR10446596"	"SRR10446599"	"SRR10446602"	"SRR10446605"	"SRR10446608"	"SRR10446611"
"ENSG00000233196"	"LOC100131939"	9	18	41	4	7	1
"ENSG00000229220"	"NA"	0	2	0	1	0	0
"ENSG00000227747"	"NA"	0	0	0	1	0	0
"ENSG00000228081"	"NA"	0	0	0	0	1	0
"ENSG00000228020"	"NA"	4	7	31	8	17	56
"ENSG00000234975"	"FTH1P2"	1	7	0	0	7	2
"ENSG00000162851"	"TFB2M"	36	59	109	38	66	46
"ENSG00000271427"	"NA"	0	2	8	2	0	0
"ENSG00000143353"	"LYPLAL1"	107	226	183	38	100	141
"ENSG00000197965"	"MPZL1"	124	203	366	102	122	119
"ENSG00000143493"	"INTS7"	91	227	253	77	161	93
"ENSG00000230777"	"NA"	8	13	21	4	4	11
"ENSG00000179397"	"CATSPERE"	27	33	108	28	35	55
"ENSG00000224540"	"NA"	0	0	0	0	0	0
"ENSG00000186197"	"EDARADD"	4	0	1	0	5	2
"ENSG00000229067"	"NA"	0	0	0	0	0	0
"ENSG00000261182"	"NA"	0	0	0	0	0	0
"ENSG00000162670"	"BRINP3"	144	262	362	151	155	255
"ENSG00000225712"	"NA"	0	2	0	0	0	0
"ENSG00000162761"	"LMX1A"	0	0	0	0	0	0
"ENSG00000143199"	"ADCY10"	38	88	139	22	44	37
"ENSG00000007908"	"SELE"	12	2	61	1	3	7
"ENSG00000092978"	"GPATCH2"	268	417	807	280	483	561
"ENSG00000188404"	"SELL"	8	6	49	7	16	16
"ENSG00000274702"	"NA"	0	0	0	0	0	0
"ENSG00000226211"	"NA"	0	0	0	0	0	0
"ENSG00000203697"	"CAPN8"	8	32	5	13	48	28
"ENSG00000116574"	"RHOU"	27	36	70	44	68	5
"ENSG00000143248"	"RGS5"	182	287	278	18	31	24
"ENSG00000162814"	"SPATA17"	8	23	21	6	13	10
"ENSG00000225172"	"NA"	1	0	1	1	2	2
"ENSG00000261642"	"NA"	0	9	65	10	29	40
"ENSG00000228239"	"NA"	0	0	0	0	0	0
"ENSG00000237283"	"NA"	0	0	0	0	0	0
"ENSG00000116132"	"PRRX1"	2	8	79	9	3	26
"ENSG00000229242"	"NA"	0	0	1	0	0	0
"ENSG00000152092"	"ASTN1"	1407	2737	2789	1693	1823	1499
"ENSG00000234984"	"NA"	0	0	0	0	0	0
"ENSG00000229983"	"NA"	0	0	0	0	0	0
"ENSG00000225122"	"NA"	0	0	0	0	0	0
"ENSG00000225920"	"NA"	32	48	66	8	36	34
"ENSG00000143476"	"DTL"	0	3	0	2	0	1
"ENSG00000057252"	"SOAT1"	55	109	186	34	64	69
"ENSG00000285718"	"NA"	1	0	1	0	0	6
"ENSG00000233018"	"NA"	0	0	0	1	1	1
"ENSG00000224783"	"NA"	0	0	0	0	0	0
"ENSG00000162852"	"CNST"	308	783	782	223	345	360
"ENSG00000268062"	"SRP14P4"	0	0	0	0	0	0
"ENSG00000116962"	"NID1"	12	8	36	15	19	24
"ENSG00000229757"	"RPL7AP21"	0	0	0	0	0	0
"ENSG00000220749"	"RPL21P28"	4	7	2	0	0	0
"ENSG00000181450"	"ZNF678"	62	116	268	26	47	63
"ENSG00000225300"	"NA"	28	20	33	7	26	22
"ENSG00000223842"	"NA"	21	33	59	4	20	23
"ENSG00000143355"	"LHX9"	0	1	18	2	0	2
"ENSG00000237193"	"NA"	0	0	0	0	0	0
"ENSG00000223490"	"CHCHD2P5"	0	3	2	0	3	0
"ENSG00000174502"	"SLC26A9"	0	7	6	23	1	6
"ENSG00000143195"	"ILDR2"	838	1386	975	619	739	918
"ENSG00000162849"	"KIF26B"	167	331	356	317	334	209
"ENSG00000232824"	"NA"	3	3	4	0	0	1
"ENSG00000067533"	"RRP15"	162	307	299	67	113	166
"ENSG00000228955"	"RPL7AP82"	12	7	17	4	11	9
"ENSG00000224702"	"NA"	0	0	0	0	0	0
"ENSG00000271811"	"NA"	1	2	8	0	2	1
"ENSG00000224278"	"LOC100421343"	0	0	0	0	0	0
"ENSG00000226486"	"NA"	0	0	0	0	0	1
"ENSG00000227687"	"NA"	0	1	0	0	0	1
"ENSG00000231814"	"LINC00210"	0	0	0	0	0	0
"ENSG00000277007"	"NA"	54	107	115	9	20	54
"ENSG00000229016"	"NA"	0	0	4	0	0	2
"ENSG00000152104"	"PTPN14"	232	468	490	148	243	306
"ENSG00000117650"	"NEK2"	6	16	7	8	0	3
"ENSG00000203724"	"C1orf53"	0	5	3	1	0	1
"ENSG00000225006"	"NA"	0	0	0	0	0	0
"ENSG00000223375"	"NA"	0	2	1	0	0	2
"ENSG00000230714"	"NA"	0	0	0	0	0	0
"ENSG00000173726"	"TOMM20"	458	1130	977	96	114	148
"ENSG00000282852"	"NA"	5	6	15	8	5	13
"ENSG00000152382"	"TADA1"	49	110	187	26	34	63
"ENSG00000232100"	"LINC01653"	0	0	0	0	0	0
"ENSG00000230547"	"HMGB1P11"	0	0	1	0	0	0
"ENSG00000232215"	"OR2L6P"	18	15	28	21	15	35
"ENSG00000135829"	"DHX9"	543	941	1309	529	811	659
"ENSG00000134717"	"BTF3L4"	113	298	456	46	70	120
"ENSG00000278180"	"NA"	0	0	0	0	0	0
"ENSG00000232341"	"RPL4P2"	0	0	1	0	0	0
"ENSG00000287676"	"NA"	5	19	16	6	8	25
"ENSG00000236792"	"NA"	0	0	1	0	0	0
"ENSG00000143207"	"COP1"	390	569	860	381	615	517
"ENSG00000270859"	"NA"	0	0	0	0	0	0
"ENSG00000238224"	"NA"	3	5	4	2	2	13
"ENSG00000237492"	"OR2L9P"	21	23	23	15	14	35
"ENSG00000150681"	"RGS18"	0	1	1	1	0	0
"ENSG00000116906"	"GNPAT"	149	236	315	111	132	152
"ENSG00000092969"	"TGFB2"	50	67	99	31	29	24
"ENSG00000157181"	"ODR4"	602	851	1477	223	594	916
"ENSG00000250762"	"NA"	2	6	3	4	1	1
"ENSG00000076258"	"FMO4"	0	0	0	1	0	0
"ENSG00000117697"	"NSL1"	332	723	1086	101	391	416
"ENSG00000235083"	"NA"	0	0	0	0	0	0
"ENSG00000162669"	"HFM1"	67	45	217	34	69	167
"ENSG00000225904"	"NA"	0	0	0	0	0	0
"ENSG00000143641"	"GALNT2"	230	396	478	347	394	281
"ENSG00000010932"	"FMO1"	0	0	0	0	0	0
"ENSG00000010072"	"SPRTN"	74	77	211	34	80	85
"ENSG00000135766"	"EGLN1"	100	287	179	210	170	204
"ENSG00000238054"	"NA"	0	3	1	0	0	3
"ENSG00000168243"	"GNG4"	60	151	242	23	30	22
"ENSG00000281453"	"TGFB2-OT1"	0	0	0	0	0	0
"ENSG00000237469"	"TUBB8P10"	0	0	0	0	0	0
"ENSG00000227613"	"QRSL1P2"	0	0	4	1	0	1
"ENSG00000116183"	"PAPPA2"	98	56	135	73	62	122
"ENSG00000231612"	"NA"	1	4	10	0	0	15
"ENSG00000271036"	"CLPTM1LP1"	0	0	0	0	0	0
"ENSG00000170382"	"LRRN2"	369	492	529	666	691	395
"ENSG00000226868"	"NA"	0	0	0	0	0	0
"ENSG00000279401"	"NA"	1	0	8	0	0	0
"ENSG00000287450"	"NA"	0	0	0	5	0	1
"ENSG00000237011"	"NA"	0	0	2	0	0	4
"ENSG00000066027"	"PPP2R5A"	96	146	176	94	70	81
"ENSG00000173728"	"SPMIP3"	4	2	9	3	0	1
"ENSG00000225811"	"NA"	10	20	37	3	9	12
"ENSG00000273093"	"NA"	0	0	0	0	0	0
"ENSG00000185523"	"SPATA45"	0	0	5	3	3	0
"ENSG00000116711"	"PLA2G4A"	15	66	47	38	57	48
"ENSG00000226750"	"NA"	3	2	2	0	2	4
"ENSG00000285665"	"NA"	0	2	1	1	4	0
"ENSG00000231022"	"RPS3AP9"	0	0	0	0	0	0
"ENSG00000224436"	"NA"	0	0	1	0	0	0
"ENSG00000234915"	"NA"	0	1	6	1	0	4
"ENSG00000227585"	"NA"	0	0	0	0	0	0
"ENSG00000157060"	"SHCBP1L"	4	0	2	3	0	0
"ENSG00000237213"	"RPL23AP22"	0	0	0	0	0	0
"ENSG00000213045"	"NA"	0	2	1	0	2	0
"ENSG00000230063"	"NA"	2	6	9	0	9	3
"ENSG00000235467"	"RPL10AP5"	0	1	4	0	0	0
"ENSG00000123684"	"LPGAT1"	606	1277	1815	312	375	637
"ENSG00000225338"	"RPL23AP18"	2	12	13	0	7	3
"ENSG00000224407"	"NA"	0	0	0	0	0	0
"ENSG00000232463"	"RPL13P7"	1	0	0	3	1	2
"ENSG00000225171"	"DUTP6"	3	8	17	3	9	11
"ENSG00000235386"	"NA"	0	0	0	0	0	0
"ENSG00000213690"	"NA"	1	2	6	1	1	3
"ENSG00000229832"	"NA"	1	4	8	2	2	7
"ENSG00000237514"	"NA"	0	0	0	0	0	0
"ENSG00000287856"	"NA"	0	3	6	0	3	14
"ENSG00000203705"	"TATDN3"	210	242	518	131	398	326
"ENSG00000224040"	"NA"	0	0	0	0	0	0
"ENSG00000228686"	"NA"	2	27	32	2	15	22
"ENSG00000174175"	"SELP"	38	22	164	16	31	70
"ENSG00000236401"	"SLC4A1APP2"	0	0	0	0	0	0
"ENSG00000215800"	"NA"	0	0	0	0	0	0
"ENSG00000270936"	"BPNT2P1"	0	0	5	0	3	0
"ENSG00000008118"	"CAMK1G"	402	622	536	272	532	271
"ENSG00000171161"	"ZNF672"	55	83	88	52	33	53
"ENSG00000241505"	"NA"	0	0	0	0	0	0
"ENSG00000261453"	"NA"	2	1	1	7	1	6
"ENSG00000231020"	"NA"	4	2	0	0	0	1
"ENSG00000270818"	"LOC100129949"	0	0	1	0	0	0
"ENSG00000196878"	"LAMB3"	40	70	79	50	57	42
"ENSG00000225561"	"NA"	0	2	0	0	0	0
"ENSG00000074964"	"ARHGEF10L"	97	271	235	610	377	217
"ENSG00000223847"	"NA"	0	0	0	0	0	0
"ENSG00000277704"	"LOC100420879"	0	0	0	0	0	0
"ENSG00000240963"	"NA"	0	0	3	0	0	1
"ENSG00000226570"	"NA"	0	0	0	0	0	0
"ENSG00000198929"	"NOS1AP"	586	1279	1071	998	1098	789
"ENSG00000174606"	"ANGEL2"	236	611	1202	200	369	345
"ENSG00000236905"	"RPS5P4"	28	10	24	13	29	17
"ENSG00000227887"	"NA"	0	0	1	1	1	0
"ENSG00000116903"	"EXOC8"	103	241	372	38	73	84
"ENSG00000226196"	"NA"	0	0	0	0	0	0
"ENSG00000287354"	"LOC124904503"	1	13	13	3	5	13
"ENSG00000233827"	"NA"	1	2	3	2	0	2
"ENSG00000198797"	"BRINP2"	597	935	1101	1242	1089	693
"ENSG00000151414"	"NEK7"	35	140	153	20	64	53
"ENSG00000177614"	"PGBD5"	639	1569	1519	1111	1258	797
"ENSG00000235182"	"NA"	0	0	0	0	0	0
"ENSG00000287157"	"NA"	0	0	9	0	16	4
"ENSG00000225755"	"NA"	5	4	0	0	1	1
"ENSG00000197472"	"ZNF695"	6	17	44	3	1	7
"ENSG00000230184"	"NA"	6	11	15	9	13	25
"ENSG00000232436"	"NA"	0	0	0	0	0	0
"ENSG00000136643"	"RPS6KC1"	551	1184	1296	385	900	840
"ENSG00000236317"	"RPS28P2"	0	7	2	0	0	9
"ENSG00000176855"	"KRT18P28"	0	0	0	1	0	0
"ENSG00000225401"	"NA"	3	8	6	12	3	13
"ENSG00000228190"	"RPL23AP16"	0	0	0	0	0	0
"ENSG00000135747"	"ZNF670-ZNF695"	1	19	34	9	9	9
"ENSG00000069248"	"NUP133"	368	543	1352	479	651	428
"ENSG00000253148"	"RGS21"	0	0	0	1	2	0
"ENSG00000227751"	"RCC2-AS1"	0	0	0	0	0	0
"ENSG00000090104"	"RGS1"	4	4	32	24	59	5
"ENSG00000236468"	"EEF1A1P44"	0	0	0	0	0	0
"ENSG00000185220"	"PGBD2"	56	90	167	64	124	93
"ENSG00000236101"	"RAC1P7"	17	25	17	12	38	17
"ENSG00000162769"	"FLVCR1"	119	175	781	143	289	211
"ENSG00000278684"	"NA"	0	0	0	0	2	0
"ENSG00000236775"	"LOC100419806"	2	3	15	1	0	2
"ENSG00000042781"	"USH2A"	34	53	132	38	59	143
"ENSG00000228646"	"RPL31P13"	0	0	0	0	2	0
"ENSG00000233332"	"LOC124904553"	39	35	26	89	59	34
"ENSG00000231984"	"LOC107985113"	0	0	0	0	0	0
"ENSG00000277462"	"ZNF670"	39	54	136	21	40	52
"ENSG00000035687"	"ADSS2"	242	381	674	299	308	338
"ENSG00000180287"	"PLD5"	119	141	185	47	30	73
"ENSG00000226693"	"NA"	0	1	2	0	0	0
"ENSG00000231272"	"NA"	24	62	70	16	75	80
"ENSG00000223828"	"NA"	1	7	7	3	7	2
"ENSG00000226723"	"NA"	0	0	4	0	0	0
"ENSG00000272672"	"NA"	6	10	18	2	11	11
"ENSG00000235096"	"NA"	15	36	21	14	24	41
"ENSG00000007341"	"ST7L"	191	247	471	101	241	258
"ENSG00000143324"	"XPR1"	326	627	724	127	225	327
"ENSG00000225222"	"CHCHD4P5"	11	14	25	7	15	15
"ENSG00000198842"	"STYXL2"	24	19	11	16	34	23
"ENSG00000286619"	"NA"	11	518	32	231	14	629
"ENSG00000198756"	"COLGALT2"	260	441	662	267	301	319
"ENSG00000227554"	"NA"	14	18	27	2	7	13
"ENSG00000178596"	"NA"	0	0	0	0	0	0
"ENSG00000054282"	"SDCCAG8"	606	948	1182	404	730	849
"ENSG00000183780"	"SLC35F3"	249	650	641	519	474	517
"ENSG00000229663"	"DPY19L4P1"	0	0	0	0	0	0
"ENSG00000162702"	"ZNF281"	111	319	464	34	128	139
"ENSG00000228530"	"NA"	0	0	0	0	0	0
"ENSG00000143194"	"MAEL"	27	30	83	14	65	42
"ENSG00000054267"	"ARID4B"	1488	2082	2859	1399	2116	2415
"ENSG00000287921"	"NA"	11	25	20	15	35	14
"ENSG00000232166"	"RPL9P10"	6	19	34	18	51	41
"ENSG00000175137"	"SH3BP5L"	238	464	377	443	472	229
"ENSG00000134245"	"WNT2B"	157	243	524	75	215	236
"ENSG00000187889"	"FYB2"	37	20	61	4	12	18
"ENSG00000097046"	"CDC7"	123	170	431	54	113	156
"ENSG00000231378"	"NA"	23	17	24	10	11	27
"ENSG00000235605"	"RPS15P2"	8	21	28	29	28	9
"ENSG00000224857"	"NA"	1	0	0	1	7	7
"ENSG00000273367"	"NA"	47	79	108	17	50	93
"ENSG00000231605"	"LINC01363"	0	0	1	1	0	0
"ENSG00000236358"	"NA"	93	173	260	216	300	283
"ENSG00000203737"	"GPR52"	34	49	89	8	30	50
"ENSG00000215873"	"NA"	2	2	8	3	4	3
"ENSG00000185420"	"SMYD3"	276	466	489	295	395	336
"ENSG00000272175"	"NA"	1	15	27	0	2	7
"ENSG00000213070"	"HMGB3P6"	1	2	0	0	1	0
"ENSG00000229747"	"NA"	0	0	0	0	0	0
"ENSG00000136636"	"KCTD3"	298	394	1142	272	532	584
"ENSG00000225486"	"NA"	2	0	3	1	2	1
"ENSG00000163874"	"ZC3H12A"	6	13	6	13	23	8
"ENSG00000213068"	"RPS17P6"	0	0	0	0	0	0
"ENSG00000054392"	"HHAT"	39	94	167	22	101	81
"ENSG00000188739"	"RBM34"	1	7	18	7	9	3
"ENSG00000273198"	"NA"	14	14	36	5	6	12
"ENSG00000225719"	"NA"	0	0	0	0	0	0
"ENSG00000273483"	"NA"	33	23	53	9	20	24
"ENSG00000232809"	"NA"	0	0	0	0	0	0
"ENSG00000285981"	"NA"	0	0	0	0	0	0
"ENSG00000215796"	"LOC100420880"	12	11	24	2	14	12
"ENSG00000233047"	"NA"	0	0	0	0	0	0
"ENSG00000143341"	"HMCN1"	0	5	9	7	2	6
"ENSG00000116703"	"PDC"	29	46	191	8	23	51
"ENSG00000264341"	"NA"	3	5	0	3	0	0
"ENSG00000264101"	"MIR4689"	0	1	1	7	6	0
"ENSG00000252404"	"LOC124900441"	0	0	0	0	0	0
"ENSG00000243267"	"RN7SL614P"	5	6	2	6	8	3
"ENSG00000252151"	"RNU6-1265P"	3	9	8	3	0	0
"ENSG00000252969"	"LOC124900427"	0	0	0	0	0	0
"ENSG00000252956"	"RNA5SP40"	0	0	0	0	0	0
"ENSG00000284357"	"MIR34A"	0	0	0	0	0	0
"ENSG00000207237"	"RNU6-110P"	0	0	1	0	0	0
"ENSG00000252691"	"LOC124900433"	0	0	0	1	0	0
"ENSG00000253005"	"RNU6-176P"	0	0	0	0	0	0
"ENSG00000207941"	"MIR552"	0	1	1	0	0	0
"ENSG00000199963"	"RNU6-605P"	1	2	7	0	13	10
"ENSG00000264698"	"MIR4255"	0	0	3	0	0	10
"ENSG00000207328"	"RNU6-636P"	0	2	2	0	0	0
"ENSG00000207466"	"NA"	1	4	3	1	2	5
"ENSG00000252368"	"RNA5SP43"	0	8	5	3	0	5
"ENSG00000206779"	"NA"	5	2	7	5	9	5
"ENSG00000200796"	"RNU6-753P"	0	0	1	0	0	0
"ENSG00000252190"	"NA"	0	0	1	0	0	0
"ENSG00000283724"	"MIR6732"	0	0	0	0	0	0
"ENSG00000284410"	"MIR6733"	0	0	0	0	0	0
"ENSG00000252018"	"RNU2-30P"	0	0	3	0	0	2
"ENSG00000206627"	"RNU6-969P"	1	8	22	3	7	12
"ENSG00000283414"	"LOC124904721"	8	19	11	4	3	25
"ENSG00000207508"	"RNU6-1237P"	5	6	20	0	9	6
"ENSG00000200171"	"NA"	0	0	0	0	0	0
"ENSG00000207194"	"RNU6-1026P"	6	6	4	1	1	2
"ENSG00000283477"	"MIR6079"	0	0	0	0	0	0
"ENSG00000263675"	"MIR5581"	4	15	6	9	4	2
"ENSG00000238653"	"LOC124904732"	0	0	0	0	0	0
"ENSG00000212624"	"LOC124900447"	1	2	10	1	3	1
"ENSG00000200575"	"RNU6-414P"	0	2	10	0	0	0
"ENSG00000212360"	"RNU6-1177P"	5	3	3	0	0	4
"ENSG00000251825"	"RN7SKP19"	0	0	0	0	0	0
"ENSG00000222624"	"RNU2-15P"	1	0	1	0	0	5
"ENSG00000223152"	"RNU4-88P"	0	3	3	0	5	8
"ENSG00000212308"	"RNA5SP23"	0	0	0	0	0	0
"ENSG00000276081"	"MIR7156"	14	17	9	0	2	6
"ENSG00000239640"	"RN7SL62P"	0	0	2	0	0	0
"ENSG00000252338"	"RNU6-503P"	0	8	11	1	2	4
"ENSG00000239319"	"RN7SL854P"	0	3	0	0	0	0
"ENSG00000251767"	"RNU7-8P"	1	9	8	0	4	7
"ENSG00000202263"	"RNA5SP22"	0	0	4	0	0	0
"ENSG00000199318"	"RNA5SP52"	0	1	2	0	0	0
"ENSG00000199666"	"SNORD3G"	0	0	2	0	0	0
"ENSG00000200601"	"RNA5SP50"	0	0	2	1	0	0
"ENSG00000242482"	"RN7SL392P"	0	0	0	0	0	0
"ENSG00000201620"	"RNA5SP51"	0	2	2	0	0	0
"ENSG00000206817"	"NA"	0	2	0	0	0	0
"ENSG00000264963"	"RN7SL440P"	0	0	0	0	0	0
"ENSG00000198974"	"MIR30E"	6	3	5	4	7	5
"ENSG00000212248"	"RNU6-750P"	0	0	1	0	0	4
"ENSG00000207962"	"MIR30C1"	1	0	0	0	3	0
"ENSG00000207234"	"RNU6-125P"	13	23	74	1	10	26
"ENSG00000202259"	"RNU6-1318P"	7	2	0	1	1	2
"ENSG00000212459"	"RNU6-695P"	0	0	0	0	0	0
"ENSG00000263526"	"MIR378G"	0	0	0	0	0	0
"ENSG00000211575"	"MIR760"	8	19	16	8	4	13
"ENSG00000202254"	"NA"	0	0	1	0	0	0
"ENSG00000201491"	"RNU4-75P"	0	0	2	0	0	0
"ENSG00000275455"	"MIR7852"	0	0	0	0	0	0
"ENSG00000200800"	"RNU1-130P"	0	0	1	0	0	0
"ENSG00000252530"	"RNU6-965P"	3	0	2	0	0	0
"ENSG00000200536"	"LOC124900436"	1	3	4	0	0	1
"ENSG00000211543"	"MIR320B1"	0	0	0	0	0	0
"ENSG00000252797"	"RN7SKP272"	0	0	0	0	0	0
"ENSG00000212266"	"LOC124900444"	0	0	0	0	0	0
"ENSG00000222209"	"RNA5SP56"	0	0	0	0	0	0
"ENSG00000277141"	"NA"	2	0	0	1	0	0
"ENSG00000215930"	"MIR942"	0	0	0	0	1	1
"ENSG00000238761"	"LOC124904812"	0	0	0	0	0	0
"ENSG00000222069"	"RN7SKP285"	5	3	15	1	2	7
"ENSG00000252005"	"RNU4ATAC8P"	0	0	0	0	0	0
"ENSG00000252510"	"RNA5SP55"	0	0	3	0	3	3
"ENSG00000252830"	"RNA5SP533"	0	0	0	0	0	0
"ENSG00000283296"	"MIR4256"	5	2	12	0	2	7
"ENSG00000252717"	"RNU6-352P"	1	1	3	2	0	2
"ENSG00000277313"	"NA"	0	1	1	0	0	0
"ENSG00000207472"	"RNU6-41P"	0	0	3	0	0	0
"ENSG00000199849"	"RNU5F-6P"	0	0	0	0	0	0
"ENSG00000212538"	"LOC124904671"	0	0	0	0	2	0
"ENSG00000251813"	"RNU6-983P"	0	0	0	0	0	0
"ENSG00000207108"	"NA"	0	0	0	0	0	0
"ENSG00000202491"	"RNU6-716P"	0	0	0	0	0	0
"ENSG00000201596"	"NA"	0	0	0	0	0	0
"ENSG00000273629"	"LOC124904756"	0	0	1	0	0	1
"ENSG00000201493"	"RNU1-141P"	0	0	0	0	0	0
"ENSG00000200139"	"RNU6-778P"	0	0	1	0	0	0
"ENSG00000253025"	"RNU2-12P"	0	0	0	0	0	0
"ENSG00000201544"	"SNORA16B"	3	3	5	0	0	0
"ENSG00000202498"	"LOC124904778"	2	0	1	2	0	2
"ENSG00000221545"	"MIR1255B2"	0	0	1	0	1	0
"ENSG00000252906"	"SCARNA3"	9	27	145	167	70	31
"ENSG00000202329"	"RNU6-609P"	0	0	0	0	0	0
"ENSG00000242794"	"RN7SL299P"	1	2	0	1	0	0
"ENSG00000283340"	"MIR3119-1"	0	0	0	0	0	0
"ENSG00000252860"	"RNU6-570P"	0	0	0	0	0	0
"ENSG00000263390"	"MIR3119-2"	0	0	0	0	0	0
"ENSG00000207181"	"SNORA14B"	130	492	6005	7019	4257	1923
"ENSG00000264377"	"MIR4671"	0	4	2	0	1	3
"ENSG00000207149"	"RNU6-465P"	0	0	0	0	0	0
"ENSG00000284485"	"MIR205"	0	0	0	0	0	0
"ENSG00000239494"	"RN7SL333P"	5	7	18	8	8	12
"ENSG00000199442"	"NA"	0	2	5	0	5	6
"ENSG00000239690"	"RN7SL668P"	4	4	0	1	0	0
"ENSG00000202184"	"RNU6-1283P"	8	16	22	0	1	11
"ENSG00000241395"	"RN7SL344P"	4	4	16	2	9	8
"ENSG00000200982"	"NA"	2	2	1	0	0	0
"ENSG00000222407"	"RNA5SP80"	0	0	0	0	0	0
"ENSG00000200495"	"RNU6-1205P"	0	0	1	0	0	0
"ENSG00000202609"	"MIR488"	0	0	2	1	0	0
"ENSG00000252553"	"RNA5SP73"	0	0	0	0	0	0
"ENSG00000222240"	"RN7SKP156"	0	0	0	0	0	0
"ENSG00000212187"	"LOC124900448"	0	0	1	0	0	0
"ENSG00000200036"	"RNA5SP65"	0	0	0	0	0	0
"ENSG00000212610"	"LOC124904666"	0	0	0	0	0	0
"ENSG00000200327"	"RNA5SP62"	0	1	10	2	0	0
"ENSG00000200972"	"RNU5A-8P"	0	0	0	0	0	0
"ENSG00000252011"	"NA"	0	0	0	0	0	0
"ENSG00000207326"	"NA"	14	8	5	6	0	9
"ENSG00000212205"	"NA"	3	3	17	5	4	2
"ENSG00000264358"	"MIR3122"	0	0	0	0	0	0
"ENSG00000212527"	"RNA5SP63"	3	0	0	0	0	0
"ENSG00000252879"	"RN7SKP98"	0	1	0	0	0	0
"ENSG00000202264"	"RNA5SP77"	0	1	0	0	0	0
"ENSG00000285609"	"RNA5SP71"	0	2	21	2	1	0
"ENSG00000252084"	"RN7SKP12"	1	2	2	0	0	0
"ENSG00000200085"	"NA"	0	1	5	0	0	6
"ENSG00000264500"	"MIR3124"	0	0	0	0	0	0
"ENSG00000202025"	"RNU6-1240P"	0	0	0	0	0	0
"ENSG00000225545"	"NA"	0	0	0	0	0	0
"ENSG00000206990"	"NA"	0	0	0	0	0	0
"ENSG00000230175"	"RPS13P1"	4	6	4	2	3	0
"ENSG00000225272"	"RPL21P27"	1	3	3	1	5	0
"ENSG00000273365"	"NA"	2	1	2	0	0	0
"ENSG00000230659"	"RPL26P12"	4	1	3	1	1	0
"ENSG00000162545"	"CAMK2N1"	929	2900	1515	626	315	316
"ENSG00000090432"	"MUL1"	48	120	155	85	85	74
"ENSG00000215520"	"RPS4XP4"	2	1	10	13	13	10
"ENSG00000183114"	"FAM43B"	51	67	37	17	7	4
"ENSG00000158825"	"CDA"	0	0	0	0	0	0
"ENSG00000158828"	"PINK1"	152	402	295	221	198	144
"ENSG00000284005"	"MIR6084"	0	0	0	0	0	0
"ENSG00000117242"	"PINK1-AS"	14	35	85	17	67	43
"ENSG00000234473"	"ZNF101P2"	15	28	169	27	46	73
"ENSG00000238754"	"SCARNA18B"	0	1	6	0	2	1
"ENSG00000221680"	"MIR1278"	0	0	2	0	0	0
"ENSG00000162630"	"B3GALT2"	318	641	603	113	113	176
"ENSG00000276735"	"NA"	1	10	0	0	4	1
"ENSG00000229639"	"LINC01758"	0	0	0	0	0	0
"ENSG00000287453"	"NA"	0	0	1	0	0	0
"ENSG00000270615"	"SGO1P1"	29	63	96	9	32	81
"ENSG00000287283"	"NA"	93	99	169	13	54	107
"ENSG00000240692"	"RN7SL538P"	33	97	50	19	76	65
"ENSG00000237919"	"NA"	89	108	277	32	65	93
"ENSG00000066557"	"LRRC40"	143	279	485	121	188	231
"ENSG00000244389"	"RN7SL242P"	14	8	16	5	3	2
"ENSG00000228988"	"NA"	0	12	6	1	2	1
"ENSG00000118454"	"ANKRD13C"	348	541	1027	321	508	478
"ENSG00000116761"	"CTH"	33	69	99	54	63	57
"ENSG00000278636"	"NA"	0	0	0	1	1	0
"ENSG00000271992"	"NA"	0	3	0	0	0	0
"ENSG00000237033"	"CASP3P1"	0	0	0	0	0	0
"ENSG00000007968"	"E2F2"	0	0	0	1	0	0
"ENSG00000117318"	"ID3"	3	3	10	12	4	0
"ENSG00000229239"	"NA"	0	0	0	0	0	0
"ENSG00000142676"	"RPL11"	130	400	299	69	133	81
"ENSG00000057757"	"PITHD1"	293	688	351	199	260	145
"ENSG00000117308"	"GALE"	38	117	117	155	107	57
"ENSG00000273844"	"NA"	0	0	0	0	0	0
"ENSG00000235748"	"NA"	0	6	3	0	1	3
"ENSG00000221879"	"NA"	0	3	13	5	1	8
"ENSG00000230260"	"NA"	0	6	9	1	5	12
"ENSG00000199241"	"NA"	0	0	0	0	0	0
"ENSG00000223963"	"THAP12P8"	10	26	66	6	40	41
"ENSG00000215802"	"NA"	4	59	52	13	13	12
"ENSG00000233615"	"HNRNPA1P42"	49	76	108	9	24	104
"ENSG00000238085"	"NA"	5	15	18	15	16	33
"ENSG00000265831"	"MIR3123"	8	8	9	2	5	1
"ENSG00000224348"	"RPL36P6"	39	55	71	24	58	66
"ENSG00000287738"	"NA"	2	15	42	1	5	30
"ENSG00000132703"	"APCS"	0	0	0	0	0	0
"ENSG00000276632"	"NA"	0	0	0	0	0	0
"ENSG00000223603"	"CRPP1"	0	0	0	0	0	0
"ENSG00000132693"	"CRP"	0	0	0	0	0	0
"ENSG00000235226"	"RPL27P2"	0	0	0	0	0	0
"ENSG00000158716"	"DUSP23"	5	16	10	4	3	0
"ENSG00000181036"	"FCRL6"	0	2	2	0	0	0
"ENSG00000158714"	"SLAMF8"	6	0	4	0	3	0
"ENSG00000212161"	"LOC124900450"	0	0	3	0	0	0
"ENSG00000243284"	"VSIG8"	3	5	2	3	1	1
"ENSG00000213085"	"CFAP45"	0	6	3	22	3	8
